pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
29674247	T1	apple peel powder	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The preventive (200 mg/kg/day) and therapeutic (400 mg/kg/day) doses of DAPP limited DSS-induced histological lesions, improved macroscopic parameters and attenuated clinical signs	animal	0.8	DSS-induced UC mouse model; DAPP = dried apple peel powder
36912232	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38215690	T1	enteral nutrition	Food	decreases_marker	Crohn's disease	IBD_Outcome	Exclusive enteral nutrition (EEN) is an important alternative strategy for patients with Crohn's disease (CD), and during this process, microbiota alterations have been observed. However, the underlying mechanisms by which EEN reduces intestinal inflammation are currently unclear.	cohort	0.85	Clinical observation in CD patients; enteral nutrition reduces intestinal inflammation
38215690	T2	enteral nutrition	Food	increases_abundance_of	Faecalibaculum rodentium	Microbe	EN-induced F. rodentium accumulation protected against colitis via histidine biosynthesis	animal	0.8	Mouse models DSS and Il10-/-; EN therapy increases F. rodentium
38215690	T3	Faecalibaculum rodentium	Microbe	produces	histidine	Bioactive	Significant histidine enrichment was observed in the F. rodentium culture supernatant, and a series of histidine biosynthesis genes were observed in the F. rodentium genome.	mechanistic	0.9	Genome and metabolome analysis demonstrating histidine biosynthesis
38215690	T4	Faecalibaculum rodentium	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Accumulation of F. rodentium after EN therapy was determined using full-length 16S rDNA sequencing and verified with several metagenome datasets from patients with CD.	cohort	0.85	CD metagenome datasets show reduced F. rodentium in CD patients (baseline vs healthy)
35046093	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29561196	T1	resistant starch	Food	decreases_marker	hydrogen sulfide production	IBD_Outcome	RS suppressed H2S production by a mean 89.0 (SEM 4.8)%	mechanistic	0.75	In vitro fecal fermentation assay measuring H2S suppression
29561196	T2	fructo-oligosaccharides	Food	decreases_marker	hydrogen sulfide production	IBD_Outcome	FOS by 82.2 (6.2)% compared to <35 (17)% by psyllium and sterculia	mechanistic	0.75	In vitro fecal fermentation assay measuring H2S suppression
35801108	T1	Eubacterium F sp003491505	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Eubacterium F sp003491505... were downregulated in the remission	cohort	0.8	Paired fecal samples from 42 UC patients at active vs remission stages; species abundance differences identified
35801108	T2	Lachnospira sp000436475	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Lachnospira sp000436475... were downregulated in the remission	cohort	0.8	Paired fecal samples from 42 UC patients at active vs remission stages; species abundance differences identified
35801108	T3	Parabacteroides distasonis	Microbe	increased_in	ulcerative colitis	IBD_Outcome	the species of Parabacteroides distasonis... were upregulated in the remission	cohort	0.75	Paired fecal samples from 42 UC patients; upregulated in remission suggests increased in active stage by contrast
41256388	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38615449	T1	enteral nutrition	Food	decreases_abundance_of	Agathobacter	Microbe	100% and 85% EN reduced the abundance of fibre-fermenting taxa such as Agathobacter, Faecalibaterium, Succinivibrio and Acidaminococcus	cohort	0.8	Healthy adult cohort (n=61); 7-day intervention with dose-response design
38615449	T2	enteral nutrition	Food	decreases_abundance_of	Faecalibacterium	Microbe	100% and 85% EN reduced the abundance of fibre-fermenting taxa such as Agathobacter, Faecalibaterium, Succinivibrio and Acidaminococcus	cohort	0.8	Healthy adult cohort (n=61); prominent fibre-fermenting SCFA-producer
38615449	T3	enteral nutrition	Food	increases_abundance_of	Klebsiella	Microbe	potentially harmful organisms like Eubacterium, Actinomyces, and Klebsiella increased	cohort	0.8	Healthy adult cohort (n=61); most clinically emphasized harmful organism at high EN doses
34768795	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
26487209	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
42066862	T1	Escherichia coli Nissle 1917 with ttr operon	Microbe	decreased_in	colitis	IBD_Outcome	EcN::ttr ameliorated colitis more effectively than EcN and 5-aminosalicylate	animal	0.8	DSS acute and mucin 2-deficient chronic colitis models in mice; bioengineered strain showed therapeutic effect
42066862	T2	Escherichia coli Nissle 1917 with ttr operon	Microbe	produces	butyric acid	Bioactive	EcN::ttr induced functional changes in the gut microbiome related to mucosal healing, increased butyric acid	animal	0.75	Indirect production via microbiome changes; strain colonization enabled SCFA production pathways
41757529	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32582527	T1	sucralose	Food	increases_marker	ulcerative colitis	IBD_Outcome	Studies by us and others revealed that sucralose exacerbated gut damage and inflammation in animal models for inflammatory bowel disease (IBD), including those for both ulcerative colitis, and Crohn's disease.	animal	0.8	Artificial sweetener in drinking water exacerbates DSS-induced colitis in mice
32582527	T2	sucralose	Food	increases_marker	Crohn's disease	IBD_Outcome	Studies by us and others revealed that sucralose exacerbated gut damage and inflammation in animal models for inflammatory bowel disease (IBD), including those for both ulcerative colitis, and Crohn's disease.	animal	0.8	Artificial sweetener exacerbates inflammatory markers in Crohn's disease models
32582527	T3	sucralose	Food	decreases_marker	colorectal cancer	IBD_Outcome	sucralose caused significant increases in the number and size of AOM/DSS-induced colorectal tumors	animal	0.85	AOM/DSS mouse model; sucralose increases tumor burden and size
36474430	T1	oryzanol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The results showed that the symptoms of colitis were significantly improved with the administration of ORY	animal	0.8	DSS rat colitis model; food-derived bioactive compound
36474430	T2	oryzanol	Food	increases_abundance_of	Roseburia	Microbe	16S sequencing results found that ORY supplementation increased the abundances of Alloprevotella, Roseburia, Treponema, Muribaculaceae, and Ruminococcus, which are associated with the synthesis of short-chain fatty acids (SCFAs)	animal	0.8	DSS rat model; SCFA producer emphasized in context
36474430	T3	oryzanol	Food	increases_abundance_of	Ruminococcus	Microbe	16S sequencing results found that ORY supplementation increased the abundances of Alloprevotella, Roseburia, Treponema, Muribaculaceae, and Ruminococcus, which are associated with the synthesis of short-chain fatty acids (SCFAs)	animal	0.8	DSS rat model; SCFA producer emphasized in context
36474430	T4	Roseburia	Microbe	produces	short chain fatty acid	Bioactive	increased the abundances of Alloprevotella, Roseburia, Treponema, Muribaculaceae, and Ruminococcus, which are associated with the synthesis of short-chain fatty acids (SCFAs)	mechanistic	0.85	Explicit SCFA producer designation in context
36474430	T5	Ruminococcus	Microbe	produces	short chain fatty acid	Bioactive	increased the abundances of Alloprevotella, Roseburia, Treponema, Muribaculaceae, and Ruminococcus, which are associated with the synthesis of short-chain fatty acids (SCFAs)	mechanistic	0.85	Explicit SCFA producer designation in context
33790314	T1	persimmon-derived tannin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Dietary supplementation of tannin significantly decreased disease activity and colon inflammation	animal	0.8	DSS-induced colitis murine model
33790314	T2	persimmon-derived tannin	Food	increases_abundance_of	Bacteroides	Microbe	In faecal microbiota, the relative abundance of Bacteroides was increased significantly by tannin supplementation	animal	0.8	DSS-induced colitis murine model
31267470	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30541015	T1	Modulen IBD	Food	decreases_marker	Crohn's disease	IBD_Outcome	At 8 weeks, clinical remission [HBI <5] was achieved in 13/13 patients on EEN	rct	0.88	RCT, n=13 EEN patients achieved clinical remission; Modulen IBD is the EEN product used
30541015	T2	Modulen IBD	Food	increases_marker	mucosal healing	IBD_Outcome	the mucosal healing rate was significantly higher in the EEN [89%] compared with steroid group [17%]	rct	0.88	RCT, n=13 EEN vs n=6 steroid; 89% mucosal healing with EEN
30541015	T3	Modulen IBD	Food	increases_abundance_of	Ruminococcus	Microbe	the intestinal microbiota profiles shifted upon EEN-induced remission to a higher proportion of Ruminococcus bacteria compared with steroid-induced remission [p = 0.049]	rct	0.85	RCT; direct microbiota shift measurement in EEN-treated patients vs steroids; statistically significant
30541015	T4	Modulen IBD	Food	increases_abundance_of	Clostridium	Microbe	higher proportions of bacteria belonging to Clostridium in EEN-treated patients	rct	0.82	RCT; direct microbiota measurement; noted as differential shift in EEN vs steroid group
41328349	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41448004	T1	taurodeoxycholic acid	Food	decreases_marker	colitis	IBD_Outcome	TDCA-treated mice showed markedly relieved DSS-induced colitis	animal	0.8	DSS-induced colitis in mice; TDCA is a bile acid metabolite administered orally
41448004	T2	taurodeoxycholic acid	Food	decreases_abundance_of	Desulfovibrionaceae	Microbe	16S rDNA sequencing revealed TDCA selectively remodeled the gut microbiota, notably decreasing the abundances of Desulfovibrionaceae_unclassified	animal	0.85	DSS mouse model; most emphasized decrease in microbiota
41448004	T3	taurodeoxycholic acid	Food	decreases_abundance_of	Escherichia-Shigella	Microbe	notably decreasing the abundances of Desulfovibrionaceae_unclassified, Escherichia-Shigella and increasing Akkermansia	animal	0.85	DSS mouse model; taxa mentioned in single list of effects
41448004	T4	taurodeoxycholic acid	Food	increases_abundance_of	Akkermansia	Microbe	increasing Akkermansia	animal	0.85	DSS mouse model; most emphasized increase in microbiota
37034781	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38948464	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41859190	T1	Clostridium butyricum-derived antimicrobial peptides	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	CBP preserved intestinal architecture, restored tight junctions, maintained goblet cells, and attenuated proinflammatory cytokines	animal	0.8	LPS-induced intestinal injury murine model; CBP is a postbiotic antimicrobial peptide fraction from C. butyricum fermentation
41859190	T2	Clostridium butyricum-derived antimicrobial peptides	Food	increases_abundance_of	short-chain fatty acid-producing bacteria	Microbe	CBP increased beneficial genera and short-chain fatty acids (like acetic, propanoic and butyric acid)	animal	0.75	Physiological conditions in murine model; increased beneficial genera producing SCFAs
41859190	T3	Clostridium butyricum-derived antimicrobial peptides	Food	decreases_abundance_of	Allobaculum	Microbe	CBP increased beneficial genera and short-chain fatty acids (like acetic, propanoic and butyric acid) while decreasing Allobaculum	animal	0.8	Physiological conditions in murine model
41859190	T4	Clostridium butyricum-derived antimicrobial peptides	Food	decreases_abundance_of	Bacteroides	Microbe	During inflammation, CBP restored the LPS-disrupted Bacillota/Bacteroidota ratio by suppressing pathobionts like Bacteroides	animal	0.8	LPS-induced inflammatory conditions in murine model
33632307	T1	Streptococcus salivarius	Microbe	increased_in	Crohn's disease	IBD_Outcome	The oral microbe Streptococcus salivarius was found to be enriched and of concordant strains in the gut and oral microbiome of Crohn's disease subjects.	case_control	0.85	n=25 CD, 25 healthy controls; enriched in CD gut microbiome with strain concordance
33632307	T2	Faecalibacterium prausnitzii	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Gut species found to be significantly depleted in CD compared to control (Relative abundance: Median[Range]) include: Faecalibacterium prausnitzii (0.03[0.00-4.56] vs 13.69[5.32-18.71], p = 0.010)	case_control	0.9	Case-control study; significant statistical difference with p=0.010
33632307	T3	Roseburia inulinivorans	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Gut species found to be significantly depleted in CD compared to control (Relative abundance: Median[Range]) include: Faecalibacterium prausnitzii (0.03[0.00-4.56] vs 13.69[5.32-18.71], p = 0.010), Roseburia inulinivorans (0.00[0.00-0.03] vs 0.21[0.01-0.53], p = 0.010)	case_control	0.9	Significantly depleted in CD; p=0.010
33632307	T4	Alistipes senegalensis	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Gut species found to be significantly depleted in CD compared to control (Relative abundance: Median[Range]) include: Faecalibacterium prausnitzii (0.03[0.00-4.56] vs 13.69[5.32-18.71], p = 0.010), Roseburia inulinivorans (0.00[0.00-0.03] vs 0.21[0.01-0.53], p = 0.010) and Alistipes senegalensis (0.00[0.00-0.00] vs 0.00[0.00-0.02], p = 0.029).	case_control	0.85	Significantly depleted in CD; p=0.029
33632307	T5	Clostridium nexile	Microbe	increased_in	Crohn's disease	IBD_Outcome	While Clostridium nexile (0.00[0.00-0.12] vs 0.00[0.00-0.00], p = 0.038) and Ruminococcus gnavus (0.43[0.02-0.33] vs 0.00[0.00-0.13], p = 0.043) were found to be enriched.	case_control	0.85	Enriched in CD; p=0.038; Asian cohort (not found in European descent CD subjects)
33632307	T6	Ruminococcus gnavus	Microbe	increased_in	Crohn's disease	IBD_Outcome	While Clostridium nexile (0.00[0.00-0.12] vs 0.00[0.00-0.00], p = 0.038) and Ruminococcus gnavus (0.43[0.02-0.33] vs 0.00[0.00-0.13], p = 0.043) were found to be enriched.	case_control	0.85	Enriched in CD; p=0.043
